35.0,79.0,45.0,88.0,96.0,64.0
69.0,75.4,69.2,77.2,79.8,75.0
91.0,79.8,77.7,77.1,75.5,67.0
1.0,62.7,77.0,78.4,78.2,81.0
89.0,79.1,79.9,78.3,78.0,81.0
65.0,79.1,79.7,73.9,76.7,92.0
76.0,94.0,86.0,60.0,66.0,60.0
